time,unit_id,kind,event,task,wait_time,n,flight_id,t_start,src,dst,path,duration,charger,queue_time
0.0,Fleet_GPU,GPU,dispatch_success,GPU,0.0,1.0,,,,,,,,
0.0,Fleet_FUEL,FUEL,dispatch_success,FUEL,0.0,1.0,,,,,,,,
0.0,Fleet_WATER,WATER,dispatch_success,WATER,0.0,1.0,,,,,,,,
0.0,Fleet_CLEAN,CLEAN,dispatch_success,CLEAN,0.0,1.0,,,,,,,,
0.0,Fleet_CATERING,CATERING,dispatch_success,CATERING,0.0,1.0,,,,,,,,
0.0,Fleet_BAGGAGE,BAGGAGE,dispatch_success,BAGGAGE_OUT,0.0,1.0,,,,,,,,
0.0,FUEL_3,FUEL,dispatch_assigned,FUEL,,,FL000,,,,,,,
0.0,WATER_0,WATER,dispatch_assigned,WATER,,,FL000,,,,,,,
0.0,CLEAN_6,CLEAN,dispatch_assigned,CLEAN,,,FL000,,,,,,,
0.0,CATERING_3,CATERING,dispatch_assigned,CATERING,,,FL000,,,,,,,
0.0,BAGGAGE_7,BAGGAGE,dispatch_assigned,BAGGAGE_OUT,,,FL000,,,,,,,
0.0,Fleet_BAGGAGE,BAGGAGE,dispatch_success,BAGGAGE_IN,0.0,1.0,,,,,,,,
0.0,BAGGAGE_8,BAGGAGE,dispatch_assigned,BAGGAGE_IN,,,FL000,,,,,,,
0.4,GPU_4,GPU,travel_end,,,,FL000,0.0,depot,c8,"[(3, 2), (3, 0), (5, 0)]",,,
0.4,FUEL_3,FUEL,travel_end,,,,FL000,0.0,depot,c8,"[(3, 2), (3, 0), (5, 0)]",,,
0.4,WATER_0,WATER,travel_end,,,,FL000,0.0,depot,c8,"[(3, 2), (3, 0), (5, 0)]",,,
0.4,CLEAN_6,CLEAN,travel_end,,,,FL000,0.0,depot,c8,"[(3, 2), (3, 0), (5, 0)]",,,
0.4,CATERING_3,CATERING,travel_end,,,,FL000,0.0,depot,c8,"[(3, 2), (3, 0), (5, 0)]",,,
0.4,BAGGAGE_7,BAGGAGE,travel_end,,,,FL000,0.0,depot,c8,"[(3, 2), (3, 0), (5, 0)]",,,
0.4,BAGGAGE_8,BAGGAGE,travel_end,,,,FL000,0.0,depot,c8,"[(3, 2), (3, 0), (5, 0)]",,,
0.4,GPU_4,GPU,gpu_arrived_signal,,,,FL000,,,,,,,
0.4,FUEL_3,FUEL,gpu_wait_over,,0.0,,FL000,,,,,,,
0.4,WATER_0,WATER,gpu_wait_over,,0.0,,FL000,,,,,,,
0.4,CLEAN_6,CLEAN,gpu_wait_over,,0.0,,FL000,,,,,,,
0.4,CATERING_3,CATERING,gpu_wait_over,,0.0,,FL000,,,,,,,
0.4,BAGGAGE_7,BAGGAGE,gpu_wait_over,,0.0,,FL000,,,,,,,
0.4,BAGGAGE_8,BAGGAGE,gpu_wait_over,,0.0,,FL000,,,,,,,
10.4,WATER_0,WATER,service_end,WATER,,,FL000,0.4,,,,10.0,,
10.8,WATER_0,WATER,travel_end,,,,,10.4,c8,depot,"[(5, 0), (3, 0), (3, 2)]",,,
15.4,FUEL_3,FUEL,service_end,FUEL,,,FL000,0.4,,,,15.0,,
15.8,FUEL_3,FUEL,travel_end,,,,,15.4,c8,depot,"[(5, 0), (3, 0), (3, 2)]",,,
20.4,BAGGAGE_7,BAGGAGE,service_end,BAGGAGE_OUT,,,FL000,0.4,,,,20.0,,
20.4,BAGGAGE_7,BAGGAGE,bag_out_done_signal,,,,FL000,,,,,,,
20.4,BAGGAGE_8,BAGGAGE,bag_out_wait_over,,20.0,,FL000,,,,,,,
20.799999999999997,BAGGAGE_7,BAGGAGE,travel_end,,,,,20.4,c8,depot,"[(5, 0), (3, 0), (3, 2)]",,,
25.4,CLEAN_6,CLEAN,service_end,CLEAN,,,FL000,0.4,,,,25.0,,
25.4,CATERING_3,CATERING,service_end,CATERING,,,FL000,0.4,,,,25.0,,
25.799999999999997,CLEAN_6,CLEAN,travel_end,,,,,25.4,c8,depot,"[(5, 0), (3, 0), (3, 2)]",,,
25.799999999999997,CATERING_3,CATERING,travel_end,,,,,25.4,c8,depot,"[(5, 0), (3, 0), (3, 2)]",,,
40.4,BAGGAGE_8,BAGGAGE,service_end,BAGGAGE_IN,,,FL000,20.4,,,,20.0,,
40.8,BAGGAGE_8,BAGGAGE,travel_end,,,,,40.4,c8,depot,"[(5, 0), (3, 0), (3, 2)]",,,
40.8,GPU_4,GPU,travel_end,,,,,40.4,c8,depot,"[(5, 0), (3, 0), (3, 2)]",,,
51.0,Fleet_GPU,GPU,dispatch_success,GPU,0.0,1.0,,,,,,,,
51.0,Fleet_FUEL,FUEL,dispatch_success,FUEL,0.0,1.0,,,,,,,,
51.0,Fleet_WATER,WATER,dispatch_success,WATER,0.0,1.0,,,,,,,,
51.0,Fleet_CLEAN,CLEAN,dispatch_success,CLEAN,0.0,1.0,,,,,,,,
51.0,Fleet_CATERING,CATERING,dispatch_success,CATERING,0.0,1.0,,,,,,,,
51.0,Fleet_BAGGAGE,BAGGAGE,dispatch_success,BAGGAGE_OUT,0.0,1.0,,,,,,,,
51.0,FUEL_3,FUEL,dispatch_assigned,FUEL,,,FL001,,,,,,,
51.0,WATER_0,WATER,dispatch_assigned,WATER,,,FL001,,,,,,,
51.0,CLEAN_6,CLEAN,dispatch_assigned,CLEAN,,,FL001,,,,,,,
51.0,CATERING_3,CATERING,dispatch_assigned,CATERING,,,FL001,,,,,,,
51.0,BAGGAGE_7,BAGGAGE,dispatch_assigned,BAGGAGE_OUT,,,FL001,,,,,,,
51.0,Fleet_BAGGAGE,BAGGAGE,dispatch_success,BAGGAGE_IN,0.0,1.0,,,,,,,,
51.0,BAGGAGE_8,BAGGAGE,dispatch_assigned,BAGGAGE_IN,,,FL001,,,,,,,
51.3,GPU_4,GPU,travel_end,,,,FL001,51.0,depot,c5,"[(3, 2), (3, 4), (2, 4)]",,,
51.3,FUEL_3,FUEL,travel_end,,,,FL001,51.0,depot,c5,"[(3, 2), (3, 4), (2, 4)]",,,
51.3,WATER_0,WATER,travel_end,,,,FL001,51.0,depot,c5,"[(3, 2), (3, 4), (2, 4)]",,,
51.3,CLEAN_6,CLEAN,travel_end,,,,FL001,51.0,depot,c5,"[(3, 2), (3, 4), (2, 4)]",,,
51.3,CATERING_3,CATERING,travel_end,,,,FL001,51.0,depot,c5,"[(3, 2), (3, 4), (2, 4)]",,,
51.3,BAGGAGE_7,BAGGAGE,travel_end,,,,FL001,51.0,depot,c5,"[(3, 2), (3, 4), (2, 4)]",,,
51.3,BAGGAGE_8,BAGGAGE,travel_end,,,,FL001,51.0,depot,c5,"[(3, 2), (3, 4), (2, 4)]",,,
51.3,GPU_4,GPU,gpu_arrived_signal,,,,FL001,,,,,,,
51.3,FUEL_3,FUEL,gpu_wait_over,,0.0,,FL001,,,,,,,
51.3,WATER_0,WATER,gpu_wait_over,,0.0,,FL001,,,,,,,
51.3,CLEAN_6,CLEAN,gpu_wait_over,,0.0,,FL001,,,,,,,
51.3,CATERING_3,CATERING,gpu_wait_over,,0.0,,FL001,,,,,,,
51.3,BAGGAGE_7,BAGGAGE,gpu_wait_over,,0.0,,FL001,,,,,,,
51.3,BAGGAGE_8,BAGGAGE,gpu_wait_over,,0.0,,FL001,,,,,,,
61.3,WATER_0,WATER,service_end,WATER,,,FL001,51.3,,,,10.0,,
61.599999999999994,WATER_0,WATER,travel_end,,,,,61.3,c5,depot,"[(2, 4), (3, 4), (3, 2)]",,,
66.3,FUEL_3,FUEL,service_end,FUEL,,,FL001,51.3,,,,15.0,,
66.6,FUEL_3,FUEL,travel_end,,,,,66.3,c5,depot,"[(2, 4), (3, 4), (3, 2)]",,,
71.3,BAGGAGE_7,BAGGAGE,service_end,BAGGAGE_OUT,,,FL001,51.3,,,,20.0,,
71.3,BAGGAGE_7,BAGGAGE,bag_out_done_signal,,,,FL001,,,,,,,
71.3,BAGGAGE_8,BAGGAGE,bag_out_wait_over,,20.0,,FL001,,,,,,,
71.6,BAGGAGE_7,BAGGAGE,travel_end,,,,,71.3,c5,depot,"[(2, 4), (3, 4), (3, 2)]",,,
76.3,CLEAN_6,CLEAN,service_end,CLEAN,,,FL001,51.3,,,,25.0,,
76.3,CATERING_3,CATERING,service_end,CATERING,,,FL001,51.3,,,,25.0,,
76.6,CLEAN_6,CLEAN,travel_end,,,,,76.3,c5,depot,"[(2, 4), (3, 4), (3, 2)]",,,
76.6,CATERING_3,CATERING,travel_end,,,,,76.3,c5,depot,"[(2, 4), (3, 4), (3, 2)]",,,
91.3,BAGGAGE_8,BAGGAGE,service_end,BAGGAGE_IN,,,FL001,71.3,,,,20.0,,
91.6,BAGGAGE_8,BAGGAGE,travel_end,,,,,91.3,c5,depot,"[(2, 4), (3, 4), (3, 2)]",,,
91.6,GPU_4,GPU,travel_end,,,,,91.3,c5,depot,"[(2, 4), (3, 4), (3, 2)]",,,
400.0,Fleet_GPU,GPU,dispatch_success,GPU,0.0,1.0,,,,,,,,
400.0,Fleet_FUEL,FUEL,dispatch_success,FUEL,0.0,1.0,,,,,,,,
400.0,Fleet_WATER,WATER,dispatch_success,WATER,0.0,1.0,,,,,,,,
400.0,Fleet_CLEAN,CLEAN,dispatch_success,CLEAN,0.0,1.0,,,,,,,,
400.0,Fleet_CATERING,CATERING,dispatch_success,CATERING,0.0,1.0,,,,,,,,
400.0,Fleet_BAGGAGE,BAGGAGE,dispatch_success,BAGGAGE_OUT,0.0,1.0,,,,,,,,
400.0,FUEL_3,FUEL,dispatch_assigned,FUEL,,,FL002,,,,,,,
400.0,WATER_0,WATER,dispatch_assigned,WATER,,,FL002,,,,,,,
400.0,CLEAN_6,CLEAN,dispatch_assigned,CLEAN,,,FL002,,,,,,,
400.0,CATERING_3,CATERING,dispatch_assigned,CATERING,,,FL002,,,,,,,
400.0,BAGGAGE_7,BAGGAGE,dispatch_assigned,BAGGAGE_OUT,,,FL002,,,,,,,
400.0,Fleet_BAGGAGE,BAGGAGE,dispatch_success,BAGGAGE_IN,0.0,1.0,,,,,,,,
400.0,BAGGAGE_8,BAGGAGE,dispatch_assigned,BAGGAGE_IN,,,FL002,,,,,,,
400.5,GPU_4,GPU,travel_end,,,,FL002,400.0,depot,c9,"[(3, 2), (3, 4), (6, 4)]",,,
400.5,FUEL_3,FUEL,travel_end,,,,FL002,400.0,depot,c9,"[(3, 2), (3, 4), (6, 4)]",,,
400.5,WATER_0,WATER,travel_end,,,,FL002,400.0,depot,c9,"[(3, 2), (3, 4), (6, 4)]",,,
400.5,CLEAN_6,CLEAN,travel_end,,,,FL002,400.0,depot,c9,"[(3, 2), (3, 4), (6, 4)]",,,
400.5,CATERING_3,CATERING,travel_end,,,,FL002,400.0,depot,c9,"[(3, 2), (3, 4), (6, 4)]",,,
400.5,BAGGAGE_7,BAGGAGE,travel_end,,,,FL002,400.0,depot,c9,"[(3, 2), (3, 4), (6, 4)]",,,
400.5,BAGGAGE_8,BAGGAGE,travel_end,,,,FL002,400.0,depot,c9,"[(3, 2), (3, 4), (6, 4)]",,,
400.5,GPU_4,GPU,gpu_arrived_signal,,,,FL002,,,,,,,
400.5,FUEL_3,FUEL,gpu_wait_over,,0.0,,FL002,,,,,,,
400.5,WATER_0,WATER,gpu_wait_over,,0.0,,FL002,,,,,,,
400.5,CLEAN_6,CLEAN,gpu_wait_over,,0.0,,FL002,,,,,,,
400.5,CATERING_3,CATERING,gpu_wait_over,,0.0,,FL002,,,,,,,
400.5,BAGGAGE_7,BAGGAGE,gpu_wait_over,,0.0,,FL002,,,,,,,
400.5,BAGGAGE_8,BAGGAGE,gpu_wait_over,,0.0,,FL002,,,,,,,
401.0,Fleet_GPU,GPU,dispatch_success,GPU,0.0,1.0,,,,,,,,
401.0,Fleet_FUEL,FUEL,dispatch_success,FUEL,0.0,1.0,,,,,,,,
401.0,Fleet_WATER,WATER,dispatch_success,WATER,0.0,1.0,,,,,,,,
401.0,Fleet_CLEAN,CLEAN,dispatch_success,CLEAN,0.0,1.0,,,,,,,,
401.0,Fleet_CATERING,CATERING,dispatch_success,CATERING,0.0,1.0,,,,,,,,
401.0,Fleet_BAGGAGE,BAGGAGE,dispatch_success,BAGGAGE_OUT,0.0,1.0,,,,,,,,
401.0,FUEL_0,FUEL,dispatch_assigned,FUEL,,,FL003,,,,,,,
401.0,WATER_2,WATER,dispatch_assigned,WATER,,,FL003,,,,,,,
401.0,CLEAN_2,CLEAN,dispatch_assigned,CLEAN,,,FL003,,,,,,,
401.0,CATERING_2,CATERING,dispatch_assigned,CATERING,,,FL003,,,,,,,
401.0,BAGGAGE_2,BAGGAGE,dispatch_assigned,BAGGAGE_OUT,,,FL003,,,,,,,
401.0,Fleet_BAGGAGE,BAGGAGE,dispatch_success,BAGGAGE_IN,0.0,1.0,,,,,,,,
401.0,BAGGAGE_6,BAGGAGE,dispatch_assigned,BAGGAGE_IN,,,FL003,,,,,,,
401.3,GPU_2,GPU,travel_end,,,,FL003,401.0,depot,c6,"[(3, 2), (3, 0), (2, 0)]",,,
401.3,FUEL_0,FUEL,travel_end,,,,FL003,401.0,depot,c6,"[(3, 2), (3, 0), (2, 0)]",,,
401.3,WATER_2,WATER,travel_end,,,,FL003,401.0,depot,c6,"[(3, 2), (3, 0), (2, 0)]",,,
401.3,CLEAN_2,CLEAN,travel_end,,,,FL003,401.0,depot,c6,"[(3, 2), (3, 0), (2, 0)]",,,
401.3,CATERING_2,CATERING,travel_end,,,,FL003,401.0,depot,c6,"[(3, 2), (3, 0), (2, 0)]",,,
401.3,BAGGAGE_2,BAGGAGE,travel_end,,,,FL003,401.0,depot,c6,"[(3, 2), (3, 0), (2, 0)]",,,
401.3,BAGGAGE_6,BAGGAGE,travel_end,,,,FL003,401.0,depot,c6,"[(3, 2), (3, 0), (2, 0)]",,,
401.3,GPU_2,GPU,gpu_arrived_signal,,,,FL003,,,,,,,
401.3,FUEL_0,FUEL,gpu_wait_over,,0.0,,FL003,,,,,,,
401.3,WATER_2,WATER,gpu_wait_over,,0.0,,FL003,,,,,,,
401.3,CLEAN_2,CLEAN,gpu_wait_over,,0.0,,FL003,,,,,,,
401.3,CATERING_2,CATERING,gpu_wait_over,,0.0,,FL003,,,,,,,
401.3,BAGGAGE_2,BAGGAGE,gpu_wait_over,,0.0,,FL003,,,,,,,
401.3,BAGGAGE_6,BAGGAGE,gpu_wait_over,,0.0,,FL003,,,,,,,
410.5,WATER_0,WATER,service_end,WATER,,,FL002,400.5,,,,10.0,,
411.0,WATER_0,WATER,travel_end,,,,,410.5,c9,depot,"[(6, 4), (3, 4), (3, 2)]",,,
411.0,Fleet_GPU,GPU,dispatch_success,GPU,0.0,1.0,,,,,,,,
411.0,Fleet_FUEL,FUEL,dispatch_success,FUEL,0.0,1.0,,,,,,,,
411.0,Fleet_WATER,WATER,dispatch_success,WATER,0.0,1.0,,,,,,,,
411.0,Fleet_CLEAN,CLEAN,dispatch_success,CLEAN,0.0,1.0,,,,,,,,
411.0,Fleet_CATERING,CATERING,dispatch_success,CATERING,0.0,1.0,,,,,,,,
411.0,Fleet_BAGGAGE,BAGGAGE,dispatch_success,BAGGAGE_OUT,0.0,1.0,,,,,,,,
411.0,FUEL_4,FUEL,dispatch_assigned,FUEL,,,FL004,,,,,,,
411.0,WATER_3,WATER,dispatch_assigned,WATER,,,FL004,,,,,,,
411.0,CLEAN_4,CLEAN,dispatch_assigned,CLEAN,,,FL004,,,,,,,
411.0,CATERING_5,CATERING,dispatch_assigned,CATERING,,,FL004,,,,,,,
411.0,BAGGAGE_10,BAGGAGE,dispatch_assigned,BAGGAGE_OUT,,,FL004,,,,,,,
411.0,Fleet_BAGGAGE,BAGGAGE,dispatch_success,BAGGAGE_IN,0.0,1.0,,,,,,,,
411.0,BAGGAGE_4,BAGGAGE,dispatch_assigned,BAGGAGE_IN,,,FL004,,,,,,,
411.3,WATER_2,WATER,service_end,WATER,,,FL003,401.3,,,,10.0,,
411.6,WATER_2,WATER,travel_end,,,,,411.3,c6,depot,"[(2, 0), (3, 0), (3, 2)]",,,
411.7,GPU_0,GPU,travel_end,,,,FL004,411.0,depot,c11,"[(3, 2), (3, 4), (8, 4)]",,,
411.7,FUEL_4,FUEL,travel_end,,,,FL004,411.0,depot,c11,"[(3, 2), (3, 4), (8, 4)]",,,
411.7,WATER_3,WATER,travel_end,,,,FL004,411.0,depot,c11,"[(3, 2), (3, 4), (8, 4)]",,,
411.7,CLEAN_4,CLEAN,travel_end,,,,FL004,411.0,depot,c11,"[(3, 2), (3, 4), (8, 4)]",,,
411.7,CATERING_5,CATERING,travel_end,,,,FL004,411.0,depot,c11,"[(3, 2), (3, 4), (8, 4)]",,,
411.7,BAGGAGE_10,BAGGAGE,travel_end,,,,FL004,411.0,depot,c11,"[(3, 2), (3, 4), (8, 4)]",,,
411.7,BAGGAGE_4,BAGGAGE,travel_end,,,,FL004,411.0,depot,c11,"[(3, 2), (3, 4), (8, 4)]",,,
411.7,GPU_0,GPU,gpu_arrived_signal,,,,FL004,,,,,,,
411.7,FUEL_4,FUEL,gpu_wait_over,,0.0,,FL004,,,,,,,
411.7,WATER_3,WATER,gpu_wait_over,,0.0,,FL004,,,,,,,
411.7,CLEAN_4,CLEAN,gpu_wait_over,,0.0,,FL004,,,,,,,
411.7,CATERING_5,CATERING,gpu_wait_over,,0.0,,FL004,,,,,,,
411.7,BAGGAGE_10,BAGGAGE,gpu_wait_over,,0.0,,FL004,,,,,,,
411.7,BAGGAGE_4,BAGGAGE,gpu_wait_over,,0.0,,FL004,,,,,,,
415.5,FUEL_3,FUEL,service_end,FUEL,,,FL002,400.5,,,,15.0,,
416.0,FUEL_3,FUEL,travel_end,,,,,415.5,c9,depot,"[(6, 4), (3, 4), (3, 2)]",,,
416.3,FUEL_0,FUEL,service_end,FUEL,,,FL003,401.3,,,,15.0,,
416.6,FUEL_0,FUEL,travel_end,,,,,416.3,c6,depot,"[(2, 0), (3, 0), (3, 2)]",,,
417.0,Fleet_GPU,GPU,dispatch_success,GPU,0.0,1.0,,,,,,,,
417.0,Fleet_FUEL,FUEL,dispatch_success,FUEL,0.0,1.0,,,,,,,,
417.0,Fleet_WATER,WATER,dispatch_success,WATER,0.0,1.0,,,,,,,,
417.0,Fleet_CLEAN,CLEAN,dispatch_success,CLEAN,0.0,1.0,,,,,,,,
417.0,Fleet_CATERING,CATERING,dispatch_success,CATERING,0.0,1.0,,,,,,,,
417.0,Fleet_BAGGAGE,BAGGAGE,dispatch_success,BAGGAGE_OUT,0.0,1.0,,,,,,,,
417.0,FUEL_3,FUEL,dispatch_assigned,FUEL,,,FL005,,,,,,,
417.0,WATER_0,WATER,dispatch_assigned,WATER,,,FL005,,,,,,,
417.0,CLEAN_0,CLEAN,dispatch_assigned,CLEAN,,,FL005,,,,,,,
417.0,CATERING_1,CATERING,dispatch_assigned,CATERING,,,FL005,,,,,,,
417.0,BAGGAGE_11,BAGGAGE,dispatch_assigned,BAGGAGE_OUT,,,FL005,,,,,,,
417.0,Fleet_BAGGAGE,BAGGAGE,dispatch_success,BAGGAGE_IN,0.0,1.0,,,,,,,,
417.0,BAGGAGE_1,BAGGAGE,dispatch_assigned,BAGGAGE_IN,,,FL005,,,,,,,
417.3,GPU_6,GPU,travel_end,,,,FL005,417.0,depot,c7,"[(3, 2), (3, 4), (4, 4)]",,,
417.3,FUEL_3,FUEL,travel_end,,,,FL005,417.0,depot,c7,"[(3, 2), (3, 4), (4, 4)]",,,
417.3,WATER_0,WATER,travel_end,,,,FL005,417.0,depot,c7,"[(3, 2), (3, 4), (4, 4)]",,,
417.3,CLEAN_0,CLEAN,travel_end,,,,FL005,417.0,depot,c7,"[(3, 2), (3, 4), (4, 4)]",,,
417.3,CATERING_1,CATERING,travel_end,,,,FL005,417.0,depot,c7,"[(3, 2), (3, 4), (4, 4)]",,,
417.3,BAGGAGE_11,BAGGAGE,travel_end,,,,FL005,417.0,depot,c7,"[(3, 2), (3, 4), (4, 4)]",,,
417.3,BAGGAGE_1,BAGGAGE,travel_end,,,,FL005,417.0,depot,c7,"[(3, 2), (3, 4), (4, 4)]",,,
417.3,GPU_6,GPU,gpu_arrived_signal,,,,FL005,,,,,,,
417.3,FUEL_3,FUEL,gpu_wait_over,,0.0,,FL005,,,,,,,
417.3,WATER_0,WATER,gpu_wait_over,,0.0,,FL005,,,,,,,
417.3,CLEAN_0,CLEAN,gpu_wait_over,,0.0,,FL005,,,,,,,
417.3,CATERING_1,CATERING,gpu_wait_over,,0.0,,FL005,,,,,,,
417.3,BAGGAGE_11,BAGGAGE,gpu_wait_over,,0.0,,FL005,,,,,,,
417.3,BAGGAGE_1,BAGGAGE,gpu_wait_over,,0.0,,FL005,,,,,,,
418.0,Fleet_GPU,GPU,dispatch_success,GPU,0.0,1.0,,,,,,,,
418.0,Fleet_FUEL,FUEL,dispatch_success,FUEL,0.0,1.0,,,,,,,,
418.0,Fleet_WATER,WATER,dispatch_success,WATER,0.0,1.0,,,,,,,,
418.0,Fleet_CLEAN,CLEAN,dispatch_success,CLEAN,0.0,1.0,,,,,,,,
418.0,Fleet_CATERING,CATERING,dispatch_success,CATERING,0.0,1.0,,,,,,,,
418.0,Fleet_BAGGAGE,BAGGAGE,dispatch_success,BAGGAGE_OUT,0.0,1.0,,,,,,,,
418.0,FUEL_0,FUEL,dispatch_assigned,FUEL,,,FL006,,,,,,,
418.0,WATER_2,WATER,dispatch_assigned,WATER,,,FL006,,,,,,,
418.0,CLEAN_7,CLEAN,dispatch_assigned,CLEAN,,,FL006,,,,,,,
418.0,CATERING_4,CATERING,dispatch_assigned,CATERING,,,FL006,,,,,,,
418.0,BAGGAGE_0,BAGGAGE,dispatch_assigned,BAGGAGE_OUT,,,FL006,,,,,,,
418.0,Fleet_BAGGAGE,BAGGAGE,dispatch_success,BAGGAGE_IN,0.0,1.0,,,,,,,,
418.0,BAGGAGE_5,BAGGAGE,dispatch_assigned,BAGGAGE_IN,,,FL006,,,,,,,
418.3,GPU_3,GPU,travel_end,,,,FL006,418.0,depot,c5,"[(3, 2), (3, 4), (2, 4)]",,,
418.3,FUEL_0,FUEL,travel_end,,,,FL006,418.0,depot,c5,"[(3, 2), (3, 4), (2, 4)]",,,
418.3,WATER_2,WATER,travel_end,,,,FL006,418.0,depot,c5,"[(3, 2), (3, 4), (2, 4)]",,,
418.3,CLEAN_7,CLEAN,travel_end,,,,FL006,418.0,depot,c5,"[(3, 2), (3, 4), (2, 4)]",,,
418.3,CATERING_4,CATERING,travel_end,,,,FL006,418.0,depot,c5,"[(3, 2), (3, 4), (2, 4)]",,,
418.3,BAGGAGE_0,BAGGAGE,travel_end,,,,FL006,418.0,depot,c5,"[(3, 2), (3, 4), (2, 4)]",,,
418.3,BAGGAGE_5,BAGGAGE,travel_end,,,,FL006,418.0,depot,c5,"[(3, 2), (3, 4), (2, 4)]",,,
418.3,GPU_3,GPU,gpu_arrived_signal,,,,FL006,,,,,,,
418.3,FUEL_0,FUEL,gpu_wait_over,,0.0,,FL006,,,,,,,
418.3,WATER_2,WATER,gpu_wait_over,,0.0,,FL006,,,,,,,
418.3,CLEAN_7,CLEAN,gpu_wait_over,,0.0,,FL006,,,,,,,
418.3,CATERING_4,CATERING,gpu_wait_over,,0.0,,FL006,,,,,,,
418.3,BAGGAGE_0,BAGGAGE,gpu_wait_over,,0.0,,FL006,,,,,,,
418.3,BAGGAGE_5,BAGGAGE,gpu_wait_over,,0.0,,FL006,,,,,,,
420.5,BAGGAGE_7,BAGGAGE,service_end,BAGGAGE_OUT,,,FL002,400.5,,,,20.0,,
420.5,BAGGAGE_7,BAGGAGE,bag_out_done_signal,,,,FL002,,,,,,,
420.5,BAGGAGE_8,BAGGAGE,bag_out_wait_over,,20.0,,FL002,,,,,,,
421.0,BAGGAGE_7,BAGGAGE,travel_end,,,,,420.5,c9,depot,"[(6, 4), (3, 4), (3, 2)]",,,
421.3,BAGGAGE_2,BAGGAGE,service_end,BAGGAGE_OUT,,,FL003,401.3,,,,20.0,,
421.3,BAGGAGE_2,BAGGAGE,bag_out_done_signal,,,,FL003,,,,,,,
421.3,BAGGAGE_6,BAGGAGE,bag_out_wait_over,,20.0,,FL003,,,,,,,
421.6,BAGGAGE_2,BAGGAGE,travel_end,,,,,421.3,c6,depot,"[(2, 0), (3, 0), (3, 2)]",,,
421.7,WATER_3,WATER,service_end,WATER,,,FL004,411.7,,,,10.0,,
422.0,Fleet_GPU,GPU,dispatch_success,GPU,0.0,1.0,,,,,,,,
422.0,Fleet_FUEL,FUEL,dispatch_success,FUEL,0.0,1.0,,,,,,,,
422.0,Fleet_WATER,WATER,dispatch_success,WATER,0.0,1.0,,,,,,,,
422.0,Fleet_CLEAN,CLEAN,dispatch_success,CLEAN,0.0,1.0,,,,,,,,
422.0,Fleet_CATERING,CATERING,dispatch_success,CATERING,0.0,1.0,,,,,,,,
422.0,Fleet_BAGGAGE,BAGGAGE,dispatch_success,BAGGAGE_OUT,0.0,1.0,,,,,,,,
422.0,FUEL_2,FUEL,dispatch_assigned,FUEL,,,FL007,,,,,,,
422.0,WATER_1,WATER,dispatch_assigned,WATER,,,FL007,,,,,,,
422.0,CLEAN_3,CLEAN,dispatch_assigned,CLEAN,,,FL007,,,,,,,
422.0,CATERING_6,CATERING,dispatch_assigned,CATERING,,,FL007,,,,,,,
422.0,BAGGAGE_7,BAGGAGE,dispatch_assigned,BAGGAGE_OUT,,,FL007,,,,,,,
422.0,Fleet_BAGGAGE,BAGGAGE,dispatch_success,BAGGAGE_IN,0.0,1.0,,,,,,,,
422.0,BAGGAGE_2,BAGGAGE,dispatch_assigned,BAGGAGE_IN,,,FL007,,,,,,,
422.4,WATER_3,WATER,travel_end,,,,,421.7,c11,depot,"[(8, 4), (3, 4), (3, 2)]",,,
422.5,GPU_9,GPU,travel_end,,,,FL007,422.0,depot,c4,"[(3, 2), (3, 0), (0, 0)]",,,
422.5,FUEL_2,FUEL,travel_end,,,,FL007,422.0,depot,c4,"[(3, 2), (3, 0), (0, 0)]",,,
422.5,WATER_1,WATER,travel_end,,,,FL007,422.0,depot,c4,"[(3, 2), (3, 0), (0, 0)]",,,
422.5,CLEAN_3,CLEAN,travel_end,,,,FL007,422.0,depot,c4,"[(3, 2), (3, 0), (0, 0)]",,,
422.5,CATERING_6,CATERING,travel_end,,,,FL007,422.0,depot,c4,"[(3, 2), (3, 0), (0, 0)]",,,
422.5,BAGGAGE_7,BAGGAGE,travel_end,,,,FL007,422.0,depot,c4,"[(3, 2), (3, 0), (0, 0)]",,,
422.5,BAGGAGE_2,BAGGAGE,travel_end,,,,FL007,422.0,depot,c4,"[(3, 2), (3, 0), (0, 0)]",,,
422.5,GPU_9,GPU,gpu_arrived_signal,,,,FL007,,,,,,,
422.5,FUEL_2,FUEL,gpu_wait_over,,0.0,,FL007,,,,,,,
422.5,WATER_1,WATER,gpu_wait_over,,0.0,,FL007,,,,,,,
422.5,CLEAN_3,CLEAN,gpu_wait_over,,0.0,,FL007,,,,,,,
422.5,CATERING_6,CATERING,gpu_wait_over,,0.0,,FL007,,,,,,,
422.5,BAGGAGE_7,BAGGAGE,gpu_wait_over,,0.0,,FL007,,,,,,,
422.5,BAGGAGE_2,BAGGAGE,gpu_wait_over,,0.0,,FL007,,,,,,,
423.0,Fleet_GPU,GPU,dispatch_success,GPU,0.0,1.0,,,,,,,,
423.0,Fleet_FUEL,FUEL,dispatch_success,FUEL,0.0,1.0,,,,,,,,
423.0,Fleet_WATER,WATER,dispatch_success,WATER,0.0,1.0,,,,,,,,
423.0,Fleet_CLEAN,CLEAN,dispatch_success,CLEAN,0.0,1.0,,,,,,,,
423.0,Fleet_CATERING,CATERING,dispatch_success,CATERING,0.0,1.0,,,,,,,,
